,ticker,stockRating,valuation,financialHealth,businessModel,businessOperation,rsRating,taScore,highestPrice,lowestPrice,priceChange3m,priceChange1y,beta,alpha,businessModel_delme,businessEfficiency,assetQuality,cashFlowQuality,bom,businessAdministration,productService,businessAdvantage,companyPosition,industry,operationRisk,industryEn,loanGrowth,depositGrowth,netInterestIncomeGrowth,netInterestMargin,costToIncome,netIncomeTOI,businessOperation_delme,avgROE,avgROA,last5yearsNetProfitGrowth,last5yearsRevenueGrowth,last5yearsOperatingProfitGrowth,last5yearsEBITDAGrowth,last5yearsFCFFGrowth,lastYearGrossProfitMargin,lastYearOperatingProfitMargin,lastYearNetProfitMargin,TOIGrowth,industryEn_delme,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth_delme,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA,industryEn_delme,valuation_delme,pe,pb,ps,evebitda,dividendRate,industryEn_delme,loanDeposit_delme,badLoanGrossLoan_delme,badLoanAsset_delme,provisionBadLoan_delme,financialHealth_delme,netDebtEquity_delme,currentRatio_delme,quickRatio_delme,interestCoverage_delme,netDebtEBITDA_delme
288,D2D,2.8,3.0,4.2,3.1,4.2,1.5,1.0,64805.7,18500.0,-0.372,-0.571,1.04,-0.002,3.1,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,4.2,5.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Real Estate Holding & Development,3.0,2.0,4.0,1.0,3.0,5.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
289,DAC,,3.5,2.2,,1.0,,,12000.0,5900.0,-0.045,0.313,0.66,0.0041,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Building Materials & Fixtures,,,,,2.2,1.0,2.0,2.0,1.0,5.0,Building Materials & Fixtures,3.5,5.0,1.0,5.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
290,DAD,,4.4,4.6,,2.5,,,27275.8,15900.0,-0.249,-0.232,0.52,-0.0003,,,,,,,,,,,,Publishing,,,,,,,2.5,4.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,Publishing,,,,,4.6,5.0,4.0,4.0,5.0,5.0,Publishing,4.4,4.0,4.0,5.0,5.0,4.0,,,,,,3.7,5.0,4.0,4.0,3.0,3.0
291,DAE,,3.8,4.2,,2.1,,,27697.4,14900.0,-0.171,-0.241,-0.07,0.0013,,,,,,,,,,,,Publishing,,,,,,,2.1,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,Publishing,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Publishing,3.8,4.0,4.0,5.0,4.0,1.0,,,,,,3.7,5.0,4.0,4.0,3.0,3.0
292,DAG,2.0,2.9,2.2,3.0,1.7,1.0,1.0,16600.0,2970.0,-0.355,-0.737,1.43,-0.0028,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Commodity Chemicals,,,,,,,1.7,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,,Commodity Chemicals,,,,,2.2,2.0,3.0,3.0,2.0,1.0,Commodity Chemicals,2.9,2.0,5.0,5.0,1.0,2.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
293,DAH,2.5,3.5,3.8,3.5,2.3,1.0,1.0,14750.0,2880.0,-0.407,-0.57,1.53,-0.0009,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Hotels,,,,,,,2.3,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,,Hotels,,,,,3.8,4.0,5.0,5.0,4.0,1.0,Hotels,3.5,4.0,5.0,3.0,3.0,1.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
294,DAN,2.9,2.9,4.4,,2.1,3.4,2.0,64073.3,19616.5,0.096,-0.016,-0.51,0.0016,,,,,,,,,,,,Pharmaceuticals,,,,,,,2.1,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,,Pharmaceuticals,,,,,4.4,4.0,5.0,5.0,5.0,3.0,Pharmaceuticals,2.9,3.0,4.0,2.0,2.0,3.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
295,DAP,,4.5,2.6,,1.9,,,43000.0,34320.0,,-0.087,0.18,0.0003,,,,,,,,,,,,Containers & Packaging,,,,,,,1.9,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,Containers & Packaging,,,,,2.6,5.0,3.0,3.0,1.0,1.0,Containers & Packaging,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
296,DAS,,2.3,1.8,,1.9,,,19500.0,9000.0,-0.338,-0.538,0.18,-0.0006,,,,,,,,,,,,Commercial Vehicles & Trucks,,,,,,,1.9,1.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,,Commercial Vehicles & Trucks,,,,,1.8,2.0,3.0,2.0,1.0,1.0,Commercial Vehicles & Trucks,2.3,1.0,4.0,5.0,1.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
297,DAT,2.3,3.0,3.4,3.0,2.3,1.3,1.0,21754.6,9500.0,-0.419,-0.461,0.57,-0.0013,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Farming & Fishing,,,,,,,2.3,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,,Farming & Fishing,,,,,3.4,3.0,3.0,4.0,3.0,4.0,Farming & Fishing,3.0,3.0,4.0,5.0,2.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
298,DBC,2.7,3.3,3.6,3.8,3.0,1.7,1.0,37857.9,10550.0,-0.395,-0.568,1.36,-0.001,3.8,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,Farming & Fishing,,,,,,,3.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,,Farming & Fishing,,,,,3.6,3.0,3.0,2.0,5.0,5.0,Farming & Fishing,3.3,3.0,4.0,5.0,3.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
299,DBD,2.8,1.9,4.8,3.0,3.2,3.2,1.0,47382.7,35900.0,-0.162,-0.151,0.32,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Pharmaceuticals,,,,,,,3.2,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,,Pharmaceuticals,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Pharmaceuticals,1.9,2.0,2.0,2.0,2.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
300,DBM,,3.5,4.2,,2.0,,,44555.0,25650.0,0.246,0.228,-0.09,0.0019,,,,,,,,,,,,Pharmaceuticals,,,,,,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,Pharmaceuticals,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Pharmaceuticals,3.5,3.0,3.0,5.0,4.0,3.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
301,DBT,2.6,3.8,2.4,,2.3,2.1,,16500.0,9550.0,-0.182,-0.319,0.66,-0.0005,,,,,,,,,,,,Pharmaceuticals,,,,,,,2.3,2.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,2.0,,Pharmaceuticals,,,,,2.4,2.0,3.0,2.0,4.0,1.0,Pharmaceuticals,3.8,5.0,4.0,5.0,3.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
302,DBW,3.2,1.8,4.8,3.5,2.2,3.6,,10000.0,9993.0,0.0,0.001,0.0,0.0,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Water,,,,,,,2.2,1.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,,Water,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Water,1.8,1.0,4.0,1.0,1.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
303,DC1,,3.8,2.6,,1.9,,,16600.0,4552.0,-0.202,-0.528,0.63,0.0002,,,,,,,,,,,,Heavy Construction,,,,,,,1.9,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,Heavy Construction,,,,,2.6,2.0,3.0,3.0,4.0,1.0,Heavy Construction,4.0,5.0,5.0,5.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
304,DC2,,3.3,2.2,,3.0,,,17454.7,5400.0,-0.349,-0.582,1.08,-0.0013,,,,,,,,,,,,Heavy Construction,,,,,,,3.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,,Heavy Construction,,,,,2.2,1.0,3.0,3.0,3.0,1.0,Heavy Construction,3.3,4.0,5.0,5.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
305,DC4,2.3,1.9,4.2,,3.6,1.0,1.0,33286.4,5670.0,-0.242,-0.67,1.28,-0.0022,,,,,,,,,,,,Heavy Construction,,,,,,,3.6,2.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,,Heavy Construction,,,,,4.2,4.0,5.0,3.0,5.0,4.0,Heavy Construction,1.9,1.0,4.0,2.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
306,DCF,2.0,1.0,2.6,,1.1,4.1,1.0,60000.0,14987.0,0.14,2.239,0.19,0.0065,,,,,,,,,,,,Heavy Construction,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.6,4.0,3.0,3.0,2.0,1.0,Heavy Construction,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
307,DCG,,3.3,2.2,,1.8,,,30800.0,11900.5,0.217,1.588,0.08,0.0047,,,,,,,,,,,,Clothing & Accessories,,,,,,,1.8,3.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,Clothing & Accessories,,,,,2.2,4.0,2.0,3.0,1.0,1.0,Clothing & Accessories,3.3,3.0,3.0,5.0,4.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
308,DCH,,1.9,3.4,,1.1,,,6800.0,4900.0,0.0,0.204,-0.06,0.001,,,,,,,,,,,,Real Estate Services,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Real Estate Services,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Real Estate Services,1.9,1.0,4.0,2.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
309,DCL,2.4,1.9,4.4,3.0,1.9,2.2,1.0,44800.0,23000.0,-0.051,-0.404,0.39,-0.0018,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Pharmaceuticals,,,,,,,1.9,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,,Pharmaceuticals,,,,,4.4,4.0,5.0,5.0,5.0,3.0,Pharmaceuticals,1.9,2.0,3.0,2.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
310,DCM,3.7,4.1,5.0,4.6,4.0,3.4,1.0,45727.1,24633.2,-0.241,-0.184,1.3,0.0015,4.6,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,Specialty Chemicals,,,,,,,4.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,,Specialty Chemicals,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Specialty Chemicals,4.0,5.0,3.0,2.0,5.0,4.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
311,DCR,,3.0,1.8,,1.1,,,9542.0,5600.0,0.136,-0.107,-0.22,0.0005,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Building Materials & Fixtures,,,,,1.8,2.0,3.0,2.0,1.0,1.0,Building Materials & Fixtures,3.0,2.0,4.0,5.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
312,DCS,,2.1,3.4,,1.2,,,4100.0,700.0,-0.391,-0.739,0.49,-0.0042,,,,,,,,,,,,Furnishings,,,,,,,1.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,Furnishings,,,,,3.4,4.0,5.0,5.0,2.0,1.0,Furnishings,2.1,1.0,5.0,2.0,1.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
313,DCT,1.7,2.5,2.0,,1.5,,1.0,3400.0,676.0,-0.314,-0.69,0.27,-0.0033,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,Building Materials & Fixtures,,,,,2.0,5.0,1.0,2.0,1.0,1.0,Building Materials & Fixtures,2.5,5.0,1.0,5.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
314,DDG,2.6,1.0,2.8,3.0,2.9,3.8,2.0,41300.0,29900.0,0.025,0.36,0.15,0.0014,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Gas Distribution,,,,,,,2.9,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,,Gas Distribution,,,,,2.8,2.0,3.0,4.0,3.0,2.0,Gas Distribution,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
315,DDH,,1.6,3.4,,2.1,,,16300.0,5250.2,0.14,2.105,0.0,0.0051,,,,,,,,,,,,Transportation Services,,,,,,,2.1,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,Transportation Services,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Transportation Services,1.6,1.0,3.0,2.0,1.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
316,DDM,3.0,3.3,4.8,,2.0,,2.0,7019.0,2860.0,-0.259,-0.323,-0.07,-0.0007,,,,,,,,,,,,Marine Transportation,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,Marine Transportation,,,,,4.8,5.0,5.0,5.0,5.0,4.0,Marine Transportation,3.3,5.0,1.0,5.0,4.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
317,DDN,,2.3,4.4,,1.2,,,19640.2,9207.0,-0.209,-0.526,0.13,-0.0023,,,,,,,,,,,,Pharmaceuticals,,,,,,,1.2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Pharmaceuticals,,,,,4.4,5.0,3.0,4.0,5.0,5.0,Pharmaceuticals,2.3,1.0,4.0,5.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
318,DDV,2.8,4.3,4.8,3.1,2.3,1.6,1.0,32882.0,6781.0,-0.477,-0.649,0.96,-0.0022,3.1,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Specialty Chemicals,,,,,,,2.3,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,,Specialty Chemicals,,,,,4.8,5.0,5.0,4.0,5.0,5.0,Specialty Chemicals,4.3,5.0,4.0,5.0,5.0,1.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
319,DFC,,2.3,2.6,3.5,1.3,,,34900.0,18000.0,-0.207,-0.222,-0.12,-0.0003,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Steel,,,,,,,1.3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,Steel,,,,,2.6,2.0,3.0,2.0,5.0,1.0,Steel,2.3,1.0,4.0,5.0,1.0,1.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
320,DFF,1.8,1.9,2.4,,1.2,2.4,1.0,27776.0,13828.0,-0.14,-0.443,-0.22,-0.0023,,,,,,,,,,,,Heavy Construction,,,,,,,1.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,Heavy Construction,,,,,2.4,1.0,4.0,4.0,2.0,1.0,Heavy Construction,1.9,1.0,3.0,4.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
321,DGC,3.6,3.3,4.8,4.6,5.0,3.0,1.0,134700.0,50400.0,-0.372,-0.21,1.5,0.0017,4.6,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,Specialty Chemicals,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Specialty Chemicals,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Specialty Chemicals,3.3,5.0,2.0,2.0,4.0,2.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
322,DGT,2.5,1.8,3.4,3.0,3.8,2.2,1.0,41781.0,7378.0,-0.514,-0.81,0.33,-0.0052,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,3.8,5.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,,Heavy Construction,,,,,3.4,4.0,5.0,5.0,2.0,1.0,Heavy Construction,1.8,1.0,4.0,1.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
323,DGW,2.9,2.6,3.8,3.0,3.5,3.6,1.0,87026.4,35100.0,-0.44,-0.394,1.61,0.001,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Specialty Retailers,,,,,,,3.5,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,,Specialty Retailers,,,,,3.8,3.0,3.0,3.0,5.0,5.0,Specialty Retailers,2.6,3.0,1.0,5.0,3.0,2.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
324,DHA,2.9,3.1,4.2,3.0,3.7,1.6,2.0,59470.1,23700.0,-0.176,-0.336,1.22,0.0003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Building Materials & Fixtures,,,,,,,3.7,5.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,,Building Materials & Fixtures,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Building Materials & Fixtures,3.1,4.0,3.0,2.0,4.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
325,DHB,2.8,3.6,3.4,2.7,2.8,3.2,1.0,15400.0,8500.0,-0.091,0.0,0.21,0.0012,2.7,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Specialty Chemicals,,,,,,,2.8,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,,Specialty Chemicals,,,,,3.4,5.0,1.0,2.0,4.0,5.0,Specialty Chemicals,3.6,5.0,1.0,5.0,5.0,2.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
326,DHC,3.2,3.5,4.2,4.3,4.2,1.9,1.0,84653.2,31050.0,-0.375,-0.568,0.49,-0.0024,4.3,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,Paper,,,,,,,4.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,,Paper,,,,,4.2,4.0,4.0,3.0,5.0,5.0,Paper,3.5,4.0,3.0,4.0,3.0,4.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
327,DHD,2.4,3.1,3.2,3.5,1.5,1.0,2.0,30300.0,18566.1,-0.17,0.112,-0.46,0.0021,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Pharmaceuticals,,,,,,,1.5,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,Pharmaceuticals,,,,,3.2,4.0,3.0,3.0,5.0,1.0,Pharmaceuticals,3.1,3.0,4.0,4.0,3.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
328,DHG,3.0,2.0,5.0,4.0,3.4,2.4,1.0,131522.3,79900.0,-0.078,-0.307,0.44,-0.0011,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Pharmaceuticals,,,,,,,3.4,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,,Pharmaceuticals,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Pharmaceuticals,2.0,2.0,2.0,1.0,2.0,3.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
329,DHM,2.6,3.0,3.2,,2.6,3.0,1.0,13100.0,9210.0,-0.135,-0.232,0.21,-0.0008,,,,,,,,,,,,General Mining,,,,,,,2.6,3.0,3.0,5.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,,General Mining,,,,,3.2,4.0,4.0,4.0,2.0,2.0,General Mining,3.0,3.0,4.0,5.0,2.0,1.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
330,DHN,,2.4,3.4,,2.4,,,32616.9,16400.0,0.396,-0.214,0.17,0.0,,,,,,,,,,,,Pharmaceuticals,,,,,,,2.4,3.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,,Pharmaceuticals,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Pharmaceuticals,2.4,2.0,3.0,2.0,3.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
331,DHP,,4.3,4.8,,2.2,,,12984.3,10200.0,-0.027,-0.08,0.23,0.0012,,,,,,,,,,,,Electronic Equipment,,,,,,,2.2,2.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,,Electronic Equipment,,,,,4.8,5.0,5.0,4.0,5.0,5.0,Electronic Equipment,4.3,4.0,4.0,5.0,4.0,5.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
332,DHT,2.8,2.8,4.6,3.6,2.0,2.7,1.0,43627.9,36734.9,-0.005,-0.107,0.08,-0.0003,3.6,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,Drug Retailers,,,,,,,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,,Drug Retailers,,,,,4.6,4.0,5.0,4.0,5.0,5.0,Drug Retailers,2.8,2.0,3.0,4.0,2.0,4.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
333,DIC,2.1,4.0,2.4,,1.0,,1.0,7200.0,1000.0,-0.429,-0.793,0.31,-0.0056,,,,,,,,,,,,Heavy Construction,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.4,1.0,2.0,3.0,1.0,5.0,Heavy Construction,4.0,5.0,3.0,5.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
334,DID,,3.3,2.6,,1.4,,,15676.8,2235.0,-0.329,-0.749,1.04,-0.0031,,,,,,,,,,,,Heavy Construction,,,,,,,1.4,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.6,4.0,3.0,3.0,2.0,1.0,Heavy Construction,3.3,1.0,5.0,5.0,4.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
335,DIG,2.8,1.8,3.8,3.7,4.4,2.0,1.0,98200.1,10100.0,-0.471,-0.665,1.83,-0.0016,3.7,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Real Estate Holding & Development,,,,,,,4.4,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,,Real Estate Holding & Development,,,,,3.8,3.0,5.0,5.0,5.0,1.0,Real Estate Holding & Development,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
336,DIH,1.9,1.8,2.2,3.5,1.1,,1.0,63553.5,24900.0,-0.352,-0.482,1.03,-0.0006,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Heavy Construction,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.2,1.0,3.0,2.0,4.0,1.0,Heavy Construction,1.8,1.0,3.0,3.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
337,DKC,,4.5,3.4,,1.3,,,1964.2,1200.0,0.0,-0.338,-0.14,-0.0015,,,,,,,,,,,,Broadline Retailers,,,,,,,1.3,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Broadline Retailers,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Broadline Retailers,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
338,DL1,2.2,3.1,2.0,3.0,3.1,1.2,1.0,16000.3,2300.0,-0.441,-0.723,1.88,-0.0026,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Transportation Services,,,,,,,3.1,1.0,2.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,,Transportation Services,,,,,2.0,2.0,2.0,3.0,2.0,1.0,Transportation Services,3.1,3.0,5.0,2.0,3.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
339,DLD,2.2,3.0,2.0,,1.1,2.7,,28100.0,12900.0,-0.063,0.163,0.11,0.0016,,,,,,,,,,,,Hotels,,,,,,,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,Hotels,,,,,2.0,1.0,1.0,2.0,1.0,5.0,Hotels,3.0,5.0,1.0,1.0,5.0,1.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
340,DLG,2.1,4.4,1.8,3.0,1.3,1.0,1.0,10500.0,1450.0,-0.322,-0.654,1.76,-0.0014,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Forestry,,,,,,,1.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,Forestry,,,,,1.8,2.0,2.0,3.0,1.0,1.0,Forestry,4.4,5.0,5.0,4.0,5.0,1.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
341,DLR,,2.0,2.0,,1.5,,,16900.0,8500.0,-0.336,-0.254,-0.04,-0.0002,,,,,,,,,,,,Real Estate Holding & Development,,,,,,,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,,Real Estate Holding & Development,,,,,2.0,5.0,1.0,2.0,1.0,1.0,Real Estate Holding & Development,2.0,5.0,1.0,1.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
342,DLT,,4.4,3.6,,1.4,,,24312.9,16176.7,-0.091,-0.092,-0.03,-0.0007,,,,,,,,,,,,Travel & Tourism,,,,,,,1.4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,Travel & Tourism,,,,,3.6,5.0,3.0,3.0,2.0,5.0,Travel & Tourism,4.4,4.0,4.0,5.0,5.0,4.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
